	precision	recall	f1-score	support
0	0.981355505165029	0.9525556370750795	0.9667411268304791	4089.0
1	0.9539082917557614	0.9819026656884324	0.9677030609785491	4089.0
accuracy	0.9672291513817559	0.9672291513817559	0.9672291513817559	0.9672291513817559
macro avg	0.9676318984603952	0.9672291513817559	0.9672220939045141	8178.0
weighted avg	0.9676318984603951	0.9672291513817559	0.9672220939045141	8178.0
