	precision	recall	f1-score	support
0	0.9990120352074726	0.9991915199425081	0.9991017695140573	11132.0
1	0.9991913746630727	0.9990118577075099	0.9991016081214626	11132.0
accuracy	0.9991016888250089	0.9991016888250089	0.9991016888250089	0.9991016888250089
macro avg	0.9991017049352726	0.999101688825009	0.99910168881776	22264.0
weighted avg	0.9991017049352726	0.9991016888250089	0.99910168881776	22264.0
