	precision	recall	f1-score	support
0	0.9841269841269841	0.49206349206349204	0.656084656084656	378.0
1	0.6613756613756614	0.9920634920634921	0.7936507936507937	378.0
accuracy	0.7420634920634921	0.7420634920634921	0.7420634920634921	0.7420634920634921
macro avg	0.8227513227513228	0.7420634920634921	0.7248677248677249	756.0
weighted avg	0.8227513227513228	0.7420634920634921	0.7248677248677249	756.0
