	precision	recall	f1-score	support
0	0.9493865030674846	0.914327917282127	0.9315274642588411	677.0
1	0.9173789173789174	0.9512555391432792	0.9340101522842641	677.0
accuracy	0.9327917282127031	0.9327917282127031	0.9327917282127031	0.9327917282127031
macro avg	0.9333827102232011	0.9327917282127032	0.9327688082715526	1354.0
weighted avg	0.9333827102232011	0.9327917282127031	0.9327688082715527	1354.0
