	precision	recall	f1-score	support
0	1.0	0.6590909090909091	0.7945205479452054	44.0
1	0.7457627118644068	1.0	0.8543689320388349	44.0
accuracy	0.8295454545454546	0.8295454545454546	0.8295454545454546	0.8295454545454546
macro avg	0.8728813559322034	0.8295454545454546	0.8244447399920202	88.0
weighted avg	0.8728813559322034	0.8295454545454546	0.8244447399920202	88.0
