	precision	recall	f1-score	support
0	0.8333333333333334	0.6818181818181818	0.7499999999999999	44.0
1	0.7307692307692307	0.8636363636363636	0.7916666666666666	44.0
accuracy	0.7727272727272727	0.7727272727272727	0.7727272727272727	0.7727272727272727
macro avg	0.782051282051282	0.7727272727272727	0.7708333333333333	88.0
weighted avg	0.782051282051282	0.7727272727272727	0.7708333333333331	88.0
