	precision	recall	f1-score	support
0	0.9568480300187617	0.8747855917667239	0.9139784946236559	583.0
1	0.8846761453396524	0.9605488850771869	0.9210526315789473	583.0
accuracy	0.9176672384219554	0.9176672384219554	0.9176672384219554	0.9176672384219554
macro avg	0.9207620876792071	0.9176672384219554	0.9175155631013017	1166.0
weighted avg	0.9207620876792071	0.9176672384219554	0.9175155631013017	1166.0
