	precision	recall	f1-score	support
0	0.9709864603481625	0.9821472242602103	0.9765349544072948	4089.0
1	0.9819396338446313	0.9706529713866471	0.9762636822039109	4089.0
accuracy	0.9764000978234287	0.9764000978234287	0.9764000978234287	0.9764000978234287
macro avg	0.9764630470963969	0.9764000978234286	0.9763993183056028	8178.0
weighted avg	0.976463047096397	0.9764000978234287	0.9763993183056028	8178.0
