	precision	recall	f1-score	support
0	0.375	0.06818181818181818	0.11538461538461538	44.0
1	0.4875	0.8863636363636364	0.6290322580645161	44.0
accuracy	0.4772727272727273	0.4772727272727273	0.4772727272727273	0.4772727272727273
macro avg	0.43125	0.4772727272727273	0.37220843672456577	88.0
weighted avg	0.43125	0.4772727272727273	0.3722084367245657	88.0
