	precision	recall	f1-score	support
0	0.5069672351643622	0.9986752159398018	0.6725310018734945	18871.0
1	0.9559859154929577	0.028774309787504636	0.05586707135140696	18871.0
accuracy	0.5137247628636532	0.5137247628636532	0.5137247628636532	0.5137247628636532
macro avg	0.73147657532866	0.5137247628636532	0.36419903661245073	37742.0
weighted avg	0.73147657532866	0.5137247628636532	0.36419903661245073	37742.0
