	precision	recall	f1-score	support
0	0.9138755980861244	0.9828473413379074	0.9471074380165289	583.0
1	0.9814471243042672	0.9073756432246999	0.9429590017825312	583.0
accuracy	0.9451114922813036	0.9451114922813036	0.9451114922813036	0.9451114922813036
macro avg	0.9476613611951958	0.9451114922813036	0.94503321989953	1166.0
weighted avg	0.9476613611951958	0.9451114922813036	0.9450332198995302	1166.0
