	precision	recall	f1-score	support
0	0.9936926605504587	0.9914187643020596	0.9925544100801832	3496.0
1	0.9914383561643836	0.9937070938215103	0.9925714285714285	3496.0
accuracy	0.9925629290617849	0.9925629290617849	0.9925629290617849	0.9925629290617849
macro avg	0.9925655083574212	0.992562929061785	0.9925629193258059	6992.0
weighted avg	0.9925655083574211	0.9925629290617849	0.992562919325806	6992.0
