	precision	recall	f1-score	support
0	1.0	0.9996406755300036	0.9998203054806828	11132.0
1	0.9996408045977011	1.0	0.9998203700377222	11132.0
accuracy	0.9998203377650018	0.9998203377650018	0.9998203377650018	0.9998203377650018
macro avg	0.9998204022988506	0.9998203377650018	0.9998203377592025	22264.0
weighted avg	0.9998204022988506	0.9998203377650018	0.9998203377592023	22264.0
