	precision	recall	f1-score	support
0	0.9862969004893964	0.9973606070603761	0.9917979002624672	6062.0
1	0.9973306639973306	0.9861431870669746	0.9917053749170537	6062.0
accuracy	0.9917518970636754	0.9917518970636754	0.9917518970636754	0.9917518970636754
macro avg	0.9918137822433635	0.9917518970636754	0.9917516375897604	12124.0
weighted avg	0.9918137822433636	0.9917518970636754	0.9917516375897604	12124.0
