	precision	recall	f1-score	support
0	0.5076442721791559	0.9994170950135128	0.6732948967388395	18871.0
1	0.9813559322033898	0.030681998834190028	0.059503622629875144	18871.0
accuracy	0.5150495469238514	0.5150495469238514	0.5150495469238514	0.5150495469238514
macro avg	0.7445001021912728	0.5150495469238514	0.3663992596843573	37742.0
weighted avg	0.7445001021912727	0.5150495469238514	0.3663992596843573	37742.0
