	precision	recall	f1-score	support
0	0.8	0.5454545454545454	0.6486486486486486	44.0
1	0.6551724137931034	0.8636363636363636	0.7450980392156864	44.0
accuracy	0.7045454545454546	0.7045454545454546	0.7045454545454546	0.7045454545454546
macro avg	0.7275862068965517	0.7045454545454546	0.6968733439321675	88.0
weighted avg	0.7275862068965518	0.7045454545454546	0.6968733439321675	88.0
