	precision	recall	f1-score	support
0	1.0	0.8148148148148148	0.8979591836734693	378.0
1	0.84375	1.0	0.9152542372881356	378.0
accuracy	0.9074074074074074	0.9074074074074074	0.9074074074074074	0.9074074074074074
macro avg	0.921875	0.9074074074074074	0.9066067104808024	756.0
weighted avg	0.921875	0.9074074074074074	0.9066067104808024	756.0
