	precision	recall	f1-score	support
0	0.9848903330625508	1.0	0.9923876565441597	6062.0
1	1.0	0.9846585285384362	0.9922699692461142	6062.0
accuracy	0.9923292642692181	0.9923292642692181	0.9923292642692181	0.9923292642692181
macro avg	0.9924451665312755	0.9923292642692181	0.992328812895137	12124.0
weighted avg	0.9924451665312753	0.9923292642692181	0.992328812895137	12124.0
