	precision	recall	f1-score	support
0	0.7777777777777778	0.1590909090909091	0.2641509433962264	44.0
1	0.5316455696202531	0.9545454545454546	0.6829268292682926	44.0
accuracy	0.5568181818181818	0.5568181818181818	0.5568181818181818	0.5568181818181818
macro avg	0.6547116736990155	0.5568181818181819	0.4735388863322595	88.0
weighted avg	0.6547116736990154	0.5568181818181818	0.47353888633225955	88.0
