	precision	recall	f1-score	support
0	1.0	0.13636363636363635	0.24000000000000002	44.0
1	0.5365853658536586	1.0	0.6984126984126985	44.0
accuracy	0.5681818181818182	0.5681818181818182	0.5681818181818182	0.5681818181818182
macro avg	0.7682926829268293	0.5681818181818181	0.46920634920634924	88.0
weighted avg	0.7682926829268293	0.5681818181818182	0.4692063492063493	88.0
