	precision	recall	f1-score	support
0	0.9285714285714286	0.9409158050221565	0.9347028613352898	677.0
1	0.9401197604790419	0.9276218611521418	0.9338289962825279	677.0
accuracy	0.9342688330871491	0.9342688330871491	0.9342688330871491	0.9342688330871491
macro avg	0.9343455945252352	0.9342688330871491	0.9342659288089088	1354.0
weighted avg	0.9343455945252352	0.9342688330871491	0.9342659288089089	1354.0
