	precision	recall	f1-score	support
0	0.9713870029097963	0.9797016385424309	0.97552660416413	4089.0
1	0.9795263936852492	0.971142088530203	0.9753162225224119	4089.0
accuracy	0.975421863536317	0.975421863536317	0.975421863536317	0.975421863536317
macro avg	0.9754566982975228	0.975421863536317	0.9754214133432709	8178.0
weighted avg	0.9754566982975228	0.975421863536317	0.9754214133432709	8178.0
