	precision	recall	f1-score	support
0	0.9930589985126426	0.9797016385424309	0.986335097870245	4089.0
1	0.9799710424710425	0.9931523599902177	0.9865176727802746	4089.0
accuracy	0.9864269992663243	0.9864269992663243	0.9864269992663243	0.9864269992663243
macro avg	0.9865150204918425	0.9864269992663243	0.9864263853252597	8178.0
weighted avg	0.9865150204918425	0.9864269992663243	0.9864263853252597	8178.0
