	precision	recall	f1-score	support
0	0.9926178307779671	1.0	0.9962952408093474	3496.0
1	1.0	0.9925629290617849	0.9962675854148723	3496.0
accuracy	0.9962814645308925	0.9962814645308925	0.9962814645308925	0.9962814645308925
macro avg	0.9963089153889835	0.9962814645308924	0.9962814131121098	6992.0
weighted avg	0.9963089153889836	0.9962814645308925	0.9962814131121097	6992.0
