	precision	recall	f1-score	support
0	0.9493392070484582	0.7392795883361921	0.8312439729990357	583.0
1	0.7865168539325843	0.9605488850771869	0.8648648648648649	583.0
accuracy	0.8499142367066895	0.8499142367066895	0.8499142367066895	0.8499142367066895
macro avg	0.8679280304905213	0.8499142367066895	0.8480544189319503	1166.0
weighted avg	0.8679280304905213	0.8499142367066895	0.8480544189319503	1166.0
