	precision	recall	f1-score	support
0	0.9467455621301775	0.42328042328042326	0.5850091407678244	378.0
1	0.6286201022146508	0.9761904761904762	0.7647668393782384	378.0
accuracy	0.6997354497354498	0.6997354497354498	0.6997354497354498	0.6997354497354498
macro avg	0.7876828321724141	0.6997354497354498	0.6748879900730314	756.0
weighted avg	0.7876828321724141	0.6997354497354498	0.6748879900730315	756.0
