	precision	recall	f1-score	support
0	0.9992682034394438	0.9813151275601868	0.9902102973168962	11132.0
1	0.9816448993999294	0.9992813510600072	0.9903846153846154	11132.0
accuracy	0.990298239310097	0.990298239310097	0.990298239310097	0.990298239310097
macro avg	0.9904565514196866	0.990298239310097	0.9902974563507558	22264.0
weighted avg	0.9904565514196866	0.990298239310097	0.9902974563507558	22264.0
