	precision	recall	f1-score	support
0	0.9845284872298625	0.9804353142577648	0.9824776375444185	4089.0
1	0.9805163175840234	0.9845928099779897	0.9825503355704698	4089.0
accuracy	0.9825140621178773	0.9825140621178773	0.9825140621178773	0.9825140621178773
macro avg	0.982522402406943	0.9825140621178772	0.9825139865574442	8178.0
weighted avg	0.982522402406943	0.9825140621178773	0.9825139865574442	8178.0
