	precision	recall	f1-score	support
0	0.975609756097561	0.6499261447562777	0.7801418439716312	677.0
1	0.7375415282392026	0.983751846381093	0.8430379746835442	677.0
accuracy	0.8168389955686853	0.8168389955686853	0.8168389955686853	0.8168389955686853
macro avg	0.8565756421683818	0.8168389955686854	0.8115899093275878	1354.0
weighted avg	0.8565756421683818	0.8168389955686853	0.8115899093275878	1354.0
