	precision	recall	f1-score	support
0	0.9774436090225563	0.6689536878216124	0.7942973523421588	583.0
1	0.7483702737940026	0.9845626072041166	0.8503703703703703	583.0
accuracy	0.8267581475128645	0.8267581475128645	0.8267581475128645	0.8267581475128645
macro avg	0.8629069414082795	0.8267581475128645	0.8223338613562645	1166.0
weighted avg	0.8629069414082795	0.8267581475128645	0.8223338613562646	1166.0
