	precision	recall	f1-score	support
0	0.9992781086446489	0.9947897951850521	0.9970289006932564	11132.0
1	0.9948130924700411	0.9992813510600072	0.9970422156493681	11132.0
accuracy	0.9970355731225297	0.9970355731225297	0.9970355731225297	0.9970355731225297
macro avg	0.997045600557345	0.9970355731225296	0.9970355581713123	22264.0
weighted avg	0.9970456005573451	0.9970355731225297	0.9970355581713123	22264.0
