	precision	recall	f1-score	support
0	0.9932279909706546	0.6499261447562777	0.7857142857142857	677.0
1	0.7398463227222832	0.9955686853766618	0.8488664987405542	677.0
accuracy	0.8227474150664698	0.8227474150664698	0.8227474150664698	0.8227474150664698
macro avg	0.8665371568464689	0.8227474150664698	0.81729039222742	1354.0
weighted avg	0.8665371568464689	0.8227474150664698	0.81729039222742	1354.0
