	precision	recall	f1-score	support
0	0.9960068454078722	0.9988558352402745	0.9974293059125965	3496.0
1	0.9988525530694206	0.9959954233409611	0.9974219421369236	3496.0
accuracy	0.9974256292906178	0.9974256292906178	0.9974256292906178	0.9974256292906178
macro avg	0.9974296992386464	0.9974256292906178	0.9974256240247601	6992.0
weighted avg	0.9974296992386464	0.9974256292906178	0.9974256240247601	6992.0
