	precision	recall	f1-score	support
0	0.991210660618089	1.0	0.9955859319379182	3496.0
1	1.0	0.9911327231121282	0.9955466168653929	3496.0
accuracy	0.995566361556064	0.995566361556064	0.995566361556064	0.995566361556064
macro avg	0.9956053303090445	0.9955663615560641	0.9955662744016556	6992.0
weighted avg	0.9956053303090446	0.995566361556064	0.9955662744016556	6992.0
