	precision	recall	f1-score	support
0	0.9938054578938557	0.9792147806004619	0.9864561695056085	6062.0
1	0.979515525930743	0.9938964038271197	0.986653565872431	6062.0
accuracy	0.9865555922137909	0.9865555922137909	0.9865555922137909	0.9865555922137909
macro avg	0.9866604919122993	0.9865555922137907	0.9865548676890198	12124.0
weighted avg	0.9866604919122993	0.9865555922137909	0.9865548676890198	12124.0
