	precision	recall	f1-score	support
0	0.9865839342612779	0.9704717914879578	0.9784615384615384	6062.0
1	0.9709462749553643	0.9868030353018805	0.9788104393356785	6062.0
accuracy	0.9786374133949192	0.9786374133949192	0.9786374133949192	0.9786374133949192
macro avg	0.9787651046083211	0.9786374133949192	0.9786359888986085	12124.0
weighted avg	0.9787651046083212	0.9786374133949192	0.9786359888986085	12124.0
