	precision	recall	f1-score	support
0	0.5101983559184131	0.9636479253881617	0.6671680669185897	18871.0
1	0.6731777036684136	0.07487679508240157	0.13476394849785409	18871.0
accuracy	0.5192623602352816	0.5192623602352816	0.5192623602352816	0.5192623602352816
macro avg	0.5916880297934133	0.5192623602352816	0.4009660077082219	37742.0
weighted avg	0.5916880297934133	0.5192623602352816	0.4009660077082219	37742.0
