	precision	recall	f1-score	support
0	0.9980751604032997	0.9781710384477182	0.9880228654387078	11132.0
1	0.9785978509776291	0.9981135465325188	0.9882593613804145	11132.0
accuracy	0.9881422924901185	0.9881422924901185	0.9881422924901185	0.9881422924901185
macro avg	0.9883365056904644	0.9881422924901185	0.9881411134095611	22264.0
weighted avg	0.9883365056904644	0.9881422924901185	0.9881411134095611	22264.0
