	precision	recall	f1-score	support
0	0.5345873253054408	0.9668803984950453	0.6885023206671447	18871.0
1	0.8269177513154251	0.15823220815007155	0.2656347300062272	18871.0
accuracy	0.5625563033225585	0.5625563033225585	0.5625563033225585	0.5625563033225585
macro avg	0.6807525383104329	0.5625563033225585	0.477068525336686	37742.0
weighted avg	0.6807525383104329	0.5625563033225585	0.4770685253366859	37742.0
