	precision	recall	f1-score	support
0	0.984182776801406	0.827178729689808	0.898876404494382	677.0
1	0.8509554140127389	0.9867060561299852	0.9138166894664843	677.0
accuracy	0.9069423929098966	0.9069423929098966	0.9069423929098966	0.9069423929098966
macro avg	0.9175690954070724	0.9069423929098965	0.9063465469804332	1354.0
weighted avg	0.9175690954070723	0.9069423929098966	0.9063465469804333	1354.0
