	precision	recall	f1-score	support
0	0.9947643979057592	0.9757887013939839	0.9851851851851853	4089.0
1	0.9762419006479481	0.9948642699926632	0.9854651162790699	4089.0
accuracy	0.9853264856933236	0.9853264856933236	0.9853264856933236	0.9853264856933236
macro avg	0.9855031492768537	0.9853264856933235	0.9853251507321276	8178.0
weighted avg	0.9855031492768537	0.9853264856933236	0.9853251507321276	8178.0
